index,review,tagging
6982,석박지랑 먹으니 아주 맛있어요 ,{'석박지랑 먹으니 아주 맛있어요': '맛/향/풍미'}
6983,잘 받았어요 좋은 곰탕,{}
6984,밥 말아서 먹으면 맛있습니다,{'밥 말아서 먹으면 맛있습니다': '활용 방법'}
6985,평이 좋아서 애들 반찬으로 샀네요,{}
6986,떡국할 때 만두국할 때 간편해요,{'떡국할 때 만두국할 때 간편해요': '활용 방법'}
6987,양도 꽤 넉넉하고 맛있어요 아기도 잘 먹어요,"{'양도 꽤 넉넉하고': '양', '맛있어요': '맛/향/풍미', '아기도 잘 먹어요': '활용 방법'}"
6988,맛있게 잘 끓여 먹었어요,{'맛있게 잘 끓여 먹었어요': '맛/향/풍미'}
6989,"아직은 구매 한 번 한 듯해서
맛있었던 기억에 구매합니다",{}
6990,"늘 쟁여 놓고 먹 늘 사골 중 으뜸
농협이라  믿고 먹을 수 있어요","{'늘 쟁여 놓고 먹': '보관', '사골 중 으뜸': '맛/향/풍미', '농협이라 믿고 먹을 수 있어요': '맛/향/풍미'}"
6991,"검색하다가 처음 구매해 보네요
후기도 좋네요",{}
6992,가격 좋고 한 끼 먹기에 맛도 괜찮네요,"{'가격 좋고': '가격', '한 끼 먹기에 맛도 괜찮네요': '맛/향/풍미'}"
6993,진하고 국물 맛이 끝내줘요,{'진하고 국물 맛이 끝내줘요': '맛/향/풍미'}
6994,유통 기한이 길어서 좋아요,{'유통 기한이 길어서 좋아요': '보관'}
6995,제대로 된 사골 곰탕 국물이었습니다 재구매하고 싶어요,"{'제대로 된 사골 곰탕 국물이었습니다': '맛/향/풍미', '재구매하고 싶어요': '가격'}"
6996,뽀얀 국물이  떡국 끓여 먹었는데 좀 비싸지만,"{'뽀얀 국물이': '맛/향/풍미', '좀 비싸지만': '가격'}"
6997,남편이 사골 좋아해서 시켜 봣는데 이번 건 좀 별루 래용 크림 같은 맛이 난다공 속상,"{'이번 건 좀 별루 래용': '맛/향/풍미', '크림 같은 맛이 난다': '맛/향/풍미'}"
6998, 아주 찐한 곰국은 아니지만 고소해요,"{'아주 찐한 곰국은 아니지만': '맛/향/풍미', '고소해요': '맛/향/풍미'}"
6999,사골 많이 사 보았는데  거의 냄새가 났는데 이 곰탕이 제일 가성비 대비 냄새도 안 나고  맛있어요,"{'냄새도 안 나고': '맛/향/풍미', '맛있어요': '맛/향/풍미', '가성비 대비': '가격'}"
7000,첨 시켜 먹어 봤는데 비지는 이걸로 정착할래요 귀여운 울 애기도 보고 가세여,{}
7001,고기는 냄새 나고 국물에 비지는 얼마 없어요  마켓컬리에서 산 다른 비지찌개는 맛있었는데 이거는 정말 별로네요 강력 비추입니다,"{'고기는 냄새 나고': '맛/향/풍미', '국물에 비지는 얼마 없어요': '양', '이거는 정말 별로네요': '맛/향/풍미', '강력 비추입니다': '맛/향/풍미'}"
7002,"국물만 흥건하고 비지는 별로 없는 너무 맛이
없는 찌게인지 국인지 모르겠습니다  ","{'국물만 흥건하고 비지는 별로 없는': '양', '너무 맛이 없는 찌게인지 국인지 모르겠습니다': '맛/향/풍미'}"
7003,이건 몇 번 사 먹는 중이에요 뭐 식당보다 맛있어서 오래오래 팔아 주세요,"{'이건 몇 번 사 먹는 중이에요': '보관', '식당보다 맛있어서': '맛/향/풍미', '오래오래 팔아 주세요': '가격'}"
7004,"아니 이거 뭔지
비지찌개인 건지 걍 김치 국인 건지 
텁텁함만 더해졌고
돈 아깝네뇨 ","{'텁텁함만 더해졌고': '맛/향/풍미', '돈 아깝네뇨': '가격'}"
7005,두부 돼지고기 더 넣었다는 후기가 많더니 비지찌개가 아니라 비지국이네요 재주문은 안 할 것 같아요,"{'비지찌개가 아니라 비지국이네요': '맛/향/풍미', '재주문은 안 할 것 같아요': '가격'}"
7006,색깔은 너무 맛있어 보였는데 콩비지가 너무 조금 들어가고 김치만 많이 들어갔는데 그조차도 덜 익은 김치인지 맛 자체가 깊지 않고 싱거워서밍숭맹숭해요아쉽네요,"{'색깔은 너무 맛있어 보였는데': '맛/향/풍미', '콩비지가 너무 조금 들어가고': '양', '김치만 많이 들어갔는데 그조차도 덜 익은 김치인지': '맛/향/풍미', '맛 자체가 깊지 않고 싱거워서밍숭맹숭해요': '맛/향/풍미', '아쉽네요': '맛/향/풍미'}"
7007,"비지찌개가 맞는 건지 김치찌개는 아닌지
정체성 불분명이에요
내용물이 비지도 많지 않고 김치도 많지 않아 남는 두부 하나 넣어 먹었어요","{'내용물이 비지도 많지 않고 김치도 많지 않아': '양', '남는 두부 하나 넣어 먹었어요': '활용 방법'}"
7008,"가격은 내용물에 비해 비싼 듯 하지만
냉동으로 오래 보관 가능하고
부족하지 않게 김치랑 고기가 씹히고 맛있음
4번째 구매","{'가격은 내용물에 비해 비싼 듯 하지만': '가격', '냉동으로 오래 보관 가능하고': '보관', '부족하지 않게 김치랑 고기가 씹히고 맛있음': '맛/향/풍미', '4번째 구매': '보관'}"
7009,찌개가 아니라 국 인데요 두부를 더 넣어도 너무 묽어요 ,"{'찌개가 아니라 국 인데요': '맛/향/풍미', '두부를 더 넣어도 너무 묽어요': '양'}"
7010,이건 찌게가 아니라 국인 건지 비지가 너무 없어서 맛없음 ,"{'비지가 너무 없어서': '양', '맛없음': '맛/향/풍미'}"
7011,그냥 한 번 먹어 본 거로 만족입니다,{}
7012,신김치 맛이 좀 강하네요,{'신김치 맛이 좀 강하네요': '맛/향/풍미'}
7013,"요즘 미자 언니네 떡부터 자주 애용하고 있어 용
김치 우리 콩 비지찌개는 첨 먹어 보구요
어떤 건지 궁금해서 사 먹어 보았어요
청양고추 한 개 넣었더니
매콤하니 김치찌개 맛도 나면서 
얼큰한 비지찌개가 됐어요
뻑뻑하지 않고 국물이 많은 비지찌개라서 먹기 좋았어요
맛있었어요","{'김치 우리 콩 비지찌개는 첨 먹어 보구요': '맛/향/풍미', '청양고추 한 개 넣었더니': '활용 방법', '매콤하니 김치찌개 맛도 나면서': '맛/향/풍미', '얼큰한 비지찌개가 됐어요': '맛/향/풍미', '뻑뻑하지 않고 국물이 많은 비지찌개라서 먹기 좋았어요': '양', '맛있었어요': '맛/향/풍미'}"
7014,비상용으로 맛도 좋고 편해요,{'비상용으로 맛도 좋고 편해요': '활용 방법'}
7015,비지찌개 먹고 싶어 후기기 좋길래 구매해 봤습니다,{}
7016,주말에 간편하게 먹으려고 주문했네요 맛있었음 좋겠어요 미자 언니네니까 ,{}
7017,비지가 좀 더 많았으면 좋겠어요,{'비지가 좀 더 많았으면 좋겠어요': '양'}
7018,좋아요 또 구매 할께요,{}
7019,친정 엄마 편하 개 드셔 보리고 ,{}
7020,슴슴해요 미자 언니네 꺼 중 쏘쏘한 템,{}
7021,비지 양이 너무 적어요 김치찌개인지 비지찌개인지 모르겠네요,"{'비지 양이 너무 적어요': '양', '김치찌개인지 비지찌개인지 모르겠네요': '맛/향/풍미'}"
7022,살짝 칼칼하구 비지양이 적은지 비지찌개 치고 걸쭉함이 없이 되게 묽어요,"{'살짝 칼칼하구': '맛/향/풍미', '비지양이 적은지 비지찌개 치고 걸쭉함이 없이 되게 묽어요': '맛/향/풍미'}"
7023,오랫만에 후기 써 봅니다  비지가 너무 묽어요  비지를 너무 아껴 넣어 고소한 맛이 떨어집니다  푸무 원 비지 사다 더 넣고 간 맞추어 겨우 맛을 살려 냈습니다 이럴려면 그냥 내가 끓일 걸  음식 장사 하면서  재료 아끼면 소비자들은 돌아섭니다 ,"{'비지가 너무 묽어요': '양', '비지를 너무 아껴 넣어 고소한 맛이 떨어집니다': '맛/향/풍미', '간 맞추어 겨우 맛을 살려 냈습니다': '맛/향/풍미', '음식 장사 하면서 재료 아끼면 소비자들은 돌아섭니다': '가격'}"
7024,맛 있는데 김치가 아주 많네요,{'맛 있는데 김치가 아주 많네요': '맛/향/풍미'}
7025,"두 번째 재구매템
비지향 엄청 강하신 거 싫어하시는 분은 좋아하실 듯
진짜 맛있어서 밥 한 공기 뚝딱 가능합니다
할인 행사하면 좋겠 써요","{'두 번째 재구매템': '보관', '비지향 엄청 강하신 거 싫어하시는 분은 좋아하실 듯': '맛/향/풍미', '진짜 맛있어서 밥 한 공기 뚝딱 가능합니다': '맛/향/풍미', '할인 행사하면 좋겠 써요': '가격'}"
7026,맛은 괜찮은데 많이 묽네요 ,"{'맛은 괜찮은데': '맛/향/풍미', '많이 묽네요': '양'}"
7027,"맛은 있는데
사진과 같지 않게
건더기가 너무 없네요
재구매는 안 하고 싶어요","{'맛은 있는데': '맛/향/풍미', '건더기가 너무 없네요': '양', '재구매는 안 하고 싶어요': '가격'}"
7028,밥 비벼 먹으니 좋아요 살짝 매콤해요,"{'밥 비벼 먹으니 좋아요': '활용 방법', '살짝 매콤해요': '맛/향/풍미'}"
7029,컬리 구매할 때마다 구매하는 비지,{}
7030,"재료를 많이 아꼈네요 ㅠ 
간은 맞지만 국물이 대부분","{'재료를 많이 아꼈네요': '양', '간은 맞지만': '맛/향/풍미', '국물이 대부분': '양'}"
7031,음 맛있는 데 그냥 비지로 살 것 같아요,{}
7032,"비지가 있나 싶을 정도로 거의 없어 김치찌개 느낌이예요 김치 맛도 많이 나요
맛은 괜찮은데 비지찌개는 아니에요","{'비지가 있나 싶을 정도로 거의 없어 김치찌개 느낌이예요': '양', '김치 맛도 많이 나요': '맛/향/풍미', '맛은 괜찮은데 비지찌개는 아니에요': '맛/향/풍미'}"
7033,"맛 없는 건 아닌데
자극적이고 꽤나 매운 김치 비지찌개에요
참고 하세요","{'맛 없는 건 아닌데': '맛/향/풍미', '자극적이고 꽤나 매운 김치 비지찌개에요': '맛/향/풍미'}"
7034,맛없어요  재구매 없을 듯  ,{}
7035,김치의 시큼함이  강해  전체적인  맛을 떨어뜨려서  아쉬웠네요,{'김치의 시큼함이 강해 전체적인 맛을 떨어뜨려서 아쉬웠네요': '맛/향/풍미'}
7036,저녁 열 시쯤 도착했어요 바로 개봉하니 잘 얼려 있어요 아침에 개봉했으면 반은 녹아 있을 거 같아요 ,"{'저녁 열 시쯤 도착했어요': '포장/배송', '바로 개봉하니 잘 얼려 있어요': '보관', '아침에 개봉했으면 반은 녹아 있을 거 같아요': '보관'}"
7037,"이 제품은 진한 콩 비지찌개 맛은 아니고 
김치찌개에 우유 탄 듯한 ","{'이 제품은 진한 콩 비지찌개 맛은 아니고': '맛/향/풍미', '김치찌개에 우유 탄 듯한': '맛/향/풍미'}"
7038,김치 신 맛이 강하기도한데 맛있어요,{'김치 신 맛이 강하기도한데 맛있어요': '맛/향/풍미'}
7039,김치 더 넣어서 끓이면 맛있어요,{'김치 더 넣어서 끓이면 맛있어요': '활용 방법'}
7040,"음 나쁘지 않았어여
재구매는 좀 생각해 봐야할 듯",{}
7041,"비지는 콩 이죠
바로 이 맛",{'바로 이 맛': '맛/향/풍미'}
7042,"맛도 있고 양도 많은데 넘 묽어요
국 느낌이 살짝 들어요","{'맛도 있고 양도 많은데 넘 묽어요': '맛/향/풍미', '국 느낌이 살짝 들어요': '맛/향/풍미'}"
7043,콩비지 밀 키트는 별로네요,{}
7044,비지찌개 땡길 때 시켜 먹어요 맛이 서요,{'맛이 서요': '맛/향/풍미'}
7045,김치가 많고 비지가 고와서 김치찌개 느낌도 있네요 고소하고 맛있어욥,"{'김치가 많고 비지가 고와서 김치찌개 느낌도 있네요': '맛/향/풍미', '고소하고 맛있어욥': '맛/향/풍미'}"
7046,비지가 너무 없는 거 같아서 아쉬워요,{'비지가 너무 없는 거 같아서 아쉬워요': '양'}
7047,비지가 너무 없어요 아쉬움,{}
7048,"짜지 않고 건강식 반찬이라 생각해서 주문했어요 자주 주문할 것 같아요
김치가 잠 맛있어요","{'짜지 않고 건강식 반찬이라 생각해서 주문했어요': '맛/향/풍미', '자주 주문할 것 같아요': '보관', '김치가 잠 맛있어요': '맛/향/풍미'}"
7049,미자 언니네 김치 우리 콩 비지찌개 냉동실 쟁 여탬으로 좋아요,{'미자 언니네 김치 우리 콩 비지찌개 냉동실 쟁 여탬으로 좋아요': '보관'}
7050,"고래 사 어묵은 먹어 봤는데 이렇게 양념까지 들어 있는 건 처음 주문해 봤어요

어묵은 역시 고래 사야하긴했지만
이 거 뭔가요  
얼큰함 끝판왕 양념까지 너무 맛있네요
완전 마법의 양념인 거 같아요

한 숟가락 떠먹자마자 이건 각 잡고 후기 좀 써야겠다 싶더라구요 

일단 맵찔이지만 얼큰하고 맵삭한 거 좋아하는 저희 부부에게 너무 너무 맛있게 매웠구요
어묵은 말할 것도 없습니다  아묻따 고래사 어묵이죠

꼬지가 냄비에 폭 안 잠겨서 어묵은 그냥 꼬지에서 빼고 넣어 끓였는데
푹 삶긴 어묵 좋아하다 보니 이렇게 먹는 게 더 좋더라구요

국물은 한 입 한 입 먹을 때마다 으아으아 소리가 절로 나와요
술 안 먹고도 해장이 되는 맛이었습니다


어묵이랑 떡 다 먹고 나니 자작하게 남은 국물이 아까워서
다음 날 만두 넣고 또 끓여서 얼큰 만두국까지 해 먹었어요
이렇게 먹어야 아쉽지 않은 국물 맛이었습니다

저녁으로 야식으로
애기 재우고 나면 자주 즐겨야겠습니당 ","{'양념까지 너무 맛있네요': '맛/향/풍미', '얼큰함 끝판왕': '맛/향/풍미', '너무 너무 맛있게 매웠구요': '맛/향/풍미', '국물은 한 입 한 입 먹을 때마다 으아으아 소리가 절로 나와요': '맛/향/풍미', '다음 날 만두 넣고 또 끓여서 얼큰 만두국까지 해 먹었어요': '활용 방법', '이렇게 먹어야 아쉽지 않은 국물 맛이었습니다': '활용 방법', '저녁으로 야식으로': '활용 방법'}"
7051,"이 제품을 컬리에서 보니
예전에 먹었던 매콤한 빨간 어묵이 생각나면서
너무 너무 먹고 싶어져서 바로 구매 

구성은 빨간 어묵 6개 떡 3개가 쓰오 국물 2매콤 소스
이렇게 되어 있고
너무 넓지는 않은 냄비에 물 1200ml와 가쓰오 국물 2 봉을 넣고 
저어 가면서 어묵도 한 번에 담가서 센 불로 끓였습니다

후기에 많이 맵다는 글을 보아서
매운 소스를 반만 넣으려다가 그냥 매운 게 많이 땡겨서
한 봉지를 싹싹 긁어서 다 넣어 버렸어요 
매운 소스까지 넣고 잘 저어 가면서 끓이다가 
떡 3개를 한 번에 넣어서 조리
처음엔 계속 붙어 있다가 끓이면서 아래부터 살살 떼어 주니 잘 떼지더라고요

매운 걸 잘 먹는 신랑도
매운 어묵을 먹고 싶었던 저도
둘 다 너무 맛있게 잘 먹었습니다 아
국물이 달달하면서 매콤해요

매운 걸 아주 잘 먹지는 못하지만 저는 맵지만 맛있게 먹었고 아주 못 먹을 정도는 아니니 큰 걱정은 안 하셔도 될 것 같아요 _

저는 재구매할 것 같고 추천도 할 것 같아요
떡도 쫄깃쫄깃 맛있고 ㅋ","{'너무 너무 먹고 싶어져서 바로 구매': '활용 방법', '구성은 빨간 어묵 6개 떡 3개가 쓰오 국물 2매콤 소스': '양', '매운 소스를 반만 넣으려다가 그냥 매운 게 많이 땡겨서 한 봉지를 싹싹 긁어서 다 넣어 버렸어요': '맛/향/풍미', '국물이 달달하면서 매콤해요': '맛/향/풍미', '떡도 쫄깃쫄깃 맛있고': '맛/향/풍미'}"
